"","orden","id","dominant_topic","topic_perc_contrib","keywords","text","topic","organizacion","reg_id","cod_com_ine","rango_edades_id","cantidad_participantes","inst"
"1666",253,1665,7,0.39860001206398,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['deseo', 'mundo', 'mas', 'fantastico', 'presenciar', 'dinosaurio', 'arco', 'iris', 'asociar', 'propuesta', 'espacio', 'crear', 'imaginar', 'coherente', 'etapa', 'vital', 'cursar', 'ninos_nina', 'taller', 'caracterizado', 'pensamiento', 'magico']","Tópic_7","oficina local de la niñez oln la florida",13,13110,1,11,"Oficina Local de la Niñez"
"1667",255,1666,8,0.34689998626709,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['igualdad', 'gener']","Tópic_8","chile crece contigo",6,6309,3,5,"Programas NNA"
"1668",256,1667,8,0.220500007271767,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['formar', 'brigada', 'ecologic']","Tópic_8","chile crece contigo",6,6309,3,5,"Programas NNA"
"1669",257,1668,5,0.268500000238419,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['establecer', 'buena', 'ley']","Tópic_5","opd llanquihue",10,10107,2,14,"OPD"
"1670",258,1669,9,0.290699988603592,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['generar', 'mas', 'orden', 'fiscalizacion', 'educacion', 'municipal']","Tópic_9","opd llanquihue",10,10107,4,27,"OPD"
"1671",259,1670,6,0.194999992847443,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['ademas', 'senalar', 'necesario', 'indagar', 'dirigir', 'uso', 'dinero', 'residencia', 'necesario', 'realizar', 'cambio', 'mando', 'servicio', 'despedir', 'trabajador', 'corrupto', 'inserto', 'sistema']","Tópic_6","opd llanquihue",10,10107,4,11,"OPD"
"1672",264,1671,8,0.252799987792969,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['reeducar', 'familia', 'comuna', 'contaminar', 'espacio', 'común']","Tópic_8","programa chile crece contigo",6,6310,3,6,"Programas NNA"
"1673",268,1672,3,0.359600007534027,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['cuidar', 'nino', 'evitar', 'violenci']","Tópic_3","residencia bárbara kast corporación maría ayuda",2,2101,2,7,"No detectado"
"1674",270,1673,3,0.182600006461143,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['tener', 'mejor', 'salud', 'pensar', 'hospital', 'gratis', 'operación', 'tambien']","Tópic_3","opd colchagua",6,6301,3,30,"OPD"
"1675",271,1674,6,0.298299998044968,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['tener', 'voz', 'demanda', 'social']","Tópic_6","programa salidas alternativas acj valparaiso",5,5801,4,4,"No detectado"
"1676",272,1675,9,0.267899990081787,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['medio_ambiente', 'favorecer', 'concientizacion', 'poblacion', 'respecto', 'proteccion', 'ambiental']","Tópic_9","pie coronel",8,8102,4,8,"No detectado"
"1677",274,1676,8,0.229100003838539,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['salud', 'medicamento', 'precio', 'especial', 'persona', 'tercera_edad']","Tópic_8","centro residencial de niñas gabriela mistral",7,7102,4,4,"No detectado"
"1678",275,1677,8,0.250400006771088,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['contar', 'mayor', 'tiempo', 'compartir', 'familia']","Tópic_8","oficina local de la niñez oln la florida",13,13101,1,15,"Oficina Local de la Niñez"
"1679",277,1678,1,0.3091000020504,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['cambiar', 'sistema', 'educativo', 'fin', 'ps']","Tópic_1","unidad justicia juvenil sename",12,12101,4,4,"Sename"
"1680",279,1679,8,0.220599994063377,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['mejorar', 'oportunidad', 'sociale']","Tópic_8","casa de acogida imillitay",1,1101,4,10,"No detectado"
"1681",280,1680,1,0.257999986410141,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['padre', 'presente']","Tópic_1","municipalidad lo prado chile crece contigo",13,13117,1,13,"Programas NNA"
"1682",281,1681,0,0.338499993085861,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['oportunidad', 'laboral', 'persona', 'antecedente', 'penal']","Tópic_0","programa libertad asistida sembrando caminos mision evangelica san pablo de chile",8,8108,4,4,"Programas NNA"
"1683",282,1682,8,0.250400006771088,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['crear', 'espacio', 'participacion', 'activo', 'nna']","Tópic_8","opd maría pinto",13,13504,5,13,"OPD"
"1684",283,1683,7,0.215499997138977,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['atencion', 'gratuito']","Tópic_7","opd purranque",10,10303,3,12,"OPD"
"1685",284,1684,1,0.174700006842613,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['resiliencia']","Tópic_1","cread entre silos",7,7101,4,15,"No detectado"
"1686",285,1685,6,0.289099991321564,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['pais', 'mas', 'unido']","Tópic_6","villa buenaventura",13,13401,5,20,"No detectado"
"1687",286,1686,2,0.300700008869171,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['fruta', 'verdura']","Tópic_2","oficina de protección de derechos infanto juveniles de la serena",4,4101,1,34,"OPD"
"1688",287,1687,1,0.25900000333786,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['hacer', 'ronda', 'guardia', 'civile']","Tópic_1","junta de vecinos villa vista al mar",1,1107,3,10,"Juntas de Vecinos y Grupos de vecinos"
"1689",289,1688,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Tópic_1","residencia femenina imillitay qal",1,1101,5,9,"No detectado"
"1690",292,1689,1,0.299499988555908,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mas', 'muerto']","Tópic_1","ppf ciudad del niño coronel sur",8,8102,3,9,"Programas NNA"
"1691",293,1690,4,0.202000007033348,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['cuidar', 'naturaleza']","Tópic_4","ppf ciudad del niño coronel sur",8,8102,2,6,"Programas NNA"
"1692",294,1691,1,0.290899991989136,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['gobierno', 'implementar', 'mas', 'medida', 'evitar', 'mal', 'actuar', 'carabinero']","Tópic_1","opd mejillnones",2,2102,4,6,"OPD"
"1693",295,1692,1,0.205400004982948,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mejorar', 'pensión', 'persona', 'mayor']","Tópic_1","sename",5,5801,4,8,"No detectado"
"1694",298,1693,4,0.179000005126,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['contaminar', 'mar', 'botar_basura']","Tópic_4","escuela de verano",6,6205,3,21,"Escuelas"
"1695",299,1694,4,0.231700003147125,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['amable']","Tópic_4","escuela de verano municipalidad de machali",6,6108,2,29,"Escuelas"
"1696",300,1695,4,0.179000005126,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['tener', 'lugar', 'vivir']","Tópic_4","rem per nuestra señora de la esperanza",16,16101,1,10,"No detectado"
"1697",302,1696,4,0.259200006723404,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['espacio', 'lugar', 'ver', 'naturaleza', 'animal', 'disfrutar', 'jugar', 'entorno']","Tópic_4","jardin infantil junji los bajitos",10,10207,1,9,"Jardines Infantiles"
"1698",305,1697,0,0.415499985218048,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['control', 'libre', 'mercado']","Tópic_0","programa de medidas cautelares ambulatorias misión evangélica san pablo de chile",8,8101,4,9,"Programas NNA"
"1699",306,1698,1,0.299499988555908,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['cambiar', 'mentalido']","Tópic_1","escuela de verano maitencillo",5,5105,2,25,"Escuelas"
"1700",307,1699,0,0.340299993753433,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['creacion_parque', 'acuatico']","Tópic_0","municipalidad de lo espejo",13,13116,2,6,"Municipalidades"
"1701",308,1700,8,0.307500004768372,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['mayor', 'participacion', 'acuerdo']","Tópic_8","chile crece contigo opd y world vision",8,8106,4,10,"OPD"
"1702",310,1701,7,0.34400001168251,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['talar', 'arbol']","Tópic_7","opd purranque",10,10303,4,8,"OPD"
"1703",311,1702,3,0.257299989461899,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['respeto', 'tenencia', 'responsable', 'animale']","Tópic_3","opd monte patria",4,4303,1,14,"OPD"
"1704",312,1703,3,0.323399990797043,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['aumentar', 'pensione']","Tópic_3","oficina de protección de derechos de independencia",13,13108,2,14,"OPD"
"1705",313,1704,8,0.34689998626709,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['parques', 'juego']","Tópic_8","escuela de verano panguipulli",14,14108,2,10,"Escuelas"
"1706",314,1705,1,0.258199989795685,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['salud', 'familia']","Tópic_1","oficina de protección de derechos de independencia",13,13108,2,24,"OPD"
"1707",315,1706,1,0.255400002002716,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['propuesta', 'cambiar', 'alto', 'autoridad', 'cumplir', 'trabajo']","Tópic_1","opd villa alemana",5,5804,2,49,"OPD"
"1708",316,1707,8,0.193599998950958,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['menos_horas', 'trabajo', 'padre']","Tópic_8","chcc antuco",8,8302,2,7,"No detectado"
"1709",317,1708,5,0.285100013017654,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['actividad', 'institución', 'comunal', 'ejemplo', 'carabinero', 'bombero']","Tópic_5","ilustre municipalidad de paredones",6,6206,1,6,"Municipalidades"
"1710",318,1709,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Tópic_1","opd puente alto",13,13201,2,8,"OPD"
"1711",319,1710,0,0.2432000041008,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['salud_publica']","Tópic_0","opd y ppf",4,4201,5,9,"OPD"
"1712",320,1711,3,0.28659999370575,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['pobre', 'ensenar', 'rico']","Tópic_3","programa salidas alternativas",3,3101,4,11,"No detectado"
"1713",321,1712,0,0.25110000371933,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['cuidar', 'agua', 'botar_basura', 'reciclar', 'hacer', 'campana', 'limpieza', 'playa', 'casa', 'lavar', 'diente', 'vasito']","Tópic_0","ilustre municipalidad de concón",5,5103,3,50,"Municipalidades"
"1714",322,1713,7,0.169699996709824,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['educacion', 'establecer', 'sistema', 'educativo', 'calidad', 'ensenanza', 'basico', 'favorecer', 'estrato', 'bajo']","Tópic_7","sename",5,5802,4,5,"No detectado"
"1715",323,1714,1,0.228699997067452,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['medicamento', 'dejar', 'caro']","Tópic_1","asociación cristiana de jóvenes",5,5101,4,9,"No detectado"
"1716",325,1715,1,0.228799998760223,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['aumentar', 'fondo', 'salud_publica']","Tópic_1","asociacion cristiana de jovenes",5,5501,4,6,"No detectado"
"1717",329,1716,5,0.210500001907349,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['intervencion', 'sexualidad']","Tópic_5","oficina de protección de derechos de la niñez y la adolescencia de santiago",13,13101,4,5,"OPD"
"1718",330,1717,1,0.205400004982948,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['tener', 'mas', 'cancha', 'deportivo']","Tópic_1","ilustre municipalidad de canela",4,4202,1,22,"Municipalidades"
"1719",332,1718,4,0.246700003743172,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['ahorrar', 'agua', 'banamo']","Tópic_4","fortalecimiento municipal chcc comuna de tortel",11,11303,3,6,"No detectado"
"1720",334,1719,1,0.228699997067452,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mejorar', 'situacion', 'abuelito']","Tópic_1","escuela de verano",14,14107,3,10,"Escuelas"
"1721",335,1720,1,0.205400004982948,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['poner', 'mas', 'lugar', 'reciclar']","Tópic_1","ilustre municipalidad de lolol",6,6304,3,8,"Municipalidades"
"1722",336,1721,8,0.173700004816055,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['ensenar', 'nino', 'aprender', 'igual_manera']","Tópic_8","centro para niños con cuidadores principalmente temporeros cncpt 2020",14,14103,2,12,"Centro de cuidado de Padres Temporeros"
"1723",337,1722,8,0.173899993300438,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['plaza', 'publica', 'ciudad', 'asiento', 'areas_verd']","Tópic_8","programa de prevención focalizada adolfo pérez esquivel",10,10108,2,5,"Programas NNA"
"1724",339,1723,0,0.213100001215935,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['medio_ambiente', 'priorizacion', 'recurso', 'ley', 'especifico', 'impacto', 'punitivo', 'traves', 'sanción', 'efecto', 'economico']","Tópic_0","circuito responsabilidad penal adolescente región de tarapacá",1,1101,4,11,"No detectado"
"1725",342,1724,3,0.359400004148483,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['incluir', 'malla', 'curricular', 'deporte']","Tópic_3","escuela básica  maitencillo",7,7408,2,10,"Escuelas"
"1726",343,1725,7,0.347499996423721,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['mejor', 'educacion', 'tecnologia', 'sincronio', 'estudiante', 'profesor']","Tópic_7","opd",7,7202,2,12,"OPD"
"1727",344,1726,4,0.160600006580353,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['limpieza', 'cuidado', 'playa', 'ciudad']","Tópic_4","opd chanco",7,7202,1,24,"OPD"
"1728",345,1727,0,0.211899995803833,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['cuiden', 'animale']","Tópic_0","niñez biobio y junji cañete",8,8203,1,9,"No detectado"
"1729",347,1728,8,0.445899993181229,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['espacio', 'participacion', 'actividad', 'comunitario', 'considerado', 'escuchar', 'as']","Tópic_8","programa de prevención focalizada adolfo pérez esquivel",10,10108,3,4,"Programas NNA"
"1730",349,1729,1,0.25900000333786,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['utilizar', 'adecuadamente', 'recurso']","Tópic_1","pie 24 horas sur talita cumi",8,8301,4,10,"No detectado"
"1731",350,1730,0,0.424400001764297,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['proponer', 'hacer', 'entrevista', 'optar', 'universidad', 'requisito', 'hacer', 'país', 'eeuu']","Tópic_0","opd rengo consejos de infancia",6,6115,4,10,"OPD"
"1732",352,1731,3,0.336600005626679,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['dejar', 'fuego', 'encendido', 'bosque', 'evitar', 'incendio']","Tópic_3","chile crece contigo",13,13402,2,10,"Programas NNA"
"1733",360,1732,2,0.206599995493889,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['nino', 'celula']","Tópic_2","niñez biobio y cncpt tubul arauco",8,8202,2,5,"Centro de cuidado de Padres Temporeros"
"1734",361,1733,5,0.241099998354912,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['trabajo', 'digno', 'gente', 'robar']","Tópic_5","opd y residencia niño y patria",4,4301,3,4,"OPD"
